gene,uniprot_id,inheritance
PIGY,Q3MUY2,Autosomal recessive
PIK3C2A,O00443,Autosomal recessive
PIK3CD,O00329,Autosomal dominant
PIK3CD,O00329,Autosomal recessive
PIK3CD,O00329,Digenic recessive
PIK3CG,P48736,Autosomal recessive
PIK3R1,P27986,Autosomal dominant
PIK3R1,P27986,Autosomal recessive
PIK3R2,O00459,Autosomal dominant
PIK3R5,Q8WYR1,Autosomal recessive
PIKFYVE,Q9Y2I7,Autosomal dominant
PINK1,Q9BXM7,Autosomal recessive
PIP5K1C,O60331,Autosomal recessive
PISD,Q9UG56,Autosomal recessive
PITPNM3,Q9BZ71,Autosomal dominant
PITRM1,Q5JRX3,Autosomal recessive
PITX1,P78337,Autosomal dominant
PITX2,Q99697,Autosomal dominant
PITX3,O75364,Autosomal dominant
PITX3,O75364,Autosomal recessive
PJVK,Q0ZLH3,Autosomal recessive
PKD1,P98161,Autosomal dominant
PKD1L1,Q8TDX9,Autosomal recessive
PKD2,Q13563,Autosomal dominant
PKDCC,Q504Y2,Autosomal recessive
PKHD1,P08F94,Autosomal recessive
PKLR,P30613,Autosomal dominant
PKLR,P30613,Autosomal recessive
PKP1,Q13835,Autosomal recessive
PKP2,Q99959,Autosomal dominant
PLA2G2A,P14555,Autosomal dominant
PLA2G2A,P14555,Somatic mutation
PLA2G4A,P47712,Autosomal recessive
PLA2G5,P39877,Autosomal recessive
PLA2G6,O60733,Autosomal recessive
PLA2G7,Q13093,Autosomal dominant
PLA2G7,Q13093,Autosomal recessive
PLAA,Q9Y263,Autosomal recessive
PLAG1,Q6DJT9,Autosomal dominant
PLAU,P00749,Autosomal dominant
PLCB1,Q9NQ66,Autosomal recessive
PLCB3,Q01970,Autosomal recessive
PLCB4,Q15147,Autosomal dominant
PLCB4,Q15147,Autosomal recessive
PLCD1,P51178,Autosomal dominant
PLCD1,P51178,Autosomal recessive
PLCE1,Q9P212,Autosomal recessive
PLCG2,P16885,Autosomal dominant
PLCH1,Q4KWH8,Autosomal recessive
PLCZ1,Q86YW0,Autosomal recessive
PLD1,Q13393,Autosomal recessive
PLD3,Q8IV08,Autosomal dominant
PLEC,Q15149,Autosomal dominant
PLEC,Q15149,Autosomal recessive
PLEKHG2,Q9H7P9,Autosomal recessive
PLEKHG5,O94827,Autosomal recessive
PLEKHM1,Q9Y4G2,Autosomal dominant
PLEKHM1,Q9Y4G2,Autosomal recessive
PLG,P00747,Autosomal dominant
PLG,P00747,Autosomal recessive
PLIN1,O60240,Autosomal dominant
PLK4,O00444,Autosomal recessive
PLN,P26678,Autosomal dominant
PLOD1,Q02809,Autosomal recessive
PLOD2,O00469,Autosomal recessive
PLOD3,O60568,Autosomal recessive
PLP1,P60201,X-linked recessive
PLPBP,O94903,Autosomal recessive
PLS1,Q14651,Autosomal dominant
PLS3,P13797,X-linked dominant
PLVAP,Q9BX97,Autosomal recessive
PLXNA1,Q9UIW2,Autosomal recessive
PLXND1,Q9Y4D7,Autosomal recessive
PMFBP1,Q8TBY8,Autosomal recessive
PMM2,O15305,Autosomal recessive
PMP2,P02689,Autosomal dominant
PMP22,Q01453,Autosomal dominant
PMP22,Q01453,Autosomal recessive
PMPCA,Q10713,Autosomal recessive
PMPCB,O75439,Autosomal recessive
PMS2,P54278,Autosomal recessive
PMVK,Q15126,Autosomal dominant
PNKD,Q8N490,Autosomal dominant
PNKP,Q96T60,Autosomal recessive
PNLDC1,Q8NA58,Autosomal recessive
PNLIP,P16233,Autosomal recessive
PNP,P00491,Autosomal recessive
PNPLA1,Q8N8W4,Autosomal recessive
PNPLA2,Q96AD5,Autosomal recessive
PNPLA6,Q8IY17,Autosomal recessive
PNPLA8,Q9NP80,Autosomal recessive
PNPO,Q9NVS9,Autosomal recessive
PNPT1,Q8TCS8,Autosomal recessive
PNPT1,Q8TCS8,Autosomal dominant
POC1A,Q8NBT0,Autosomal recessive
POC1B,Q8TC44,Autosomal recessive
POF1B,Q8WVV4,X-linked recessive
POFUT1,Q9H488,Autosomal dominant
POGLUT1,Q8NBL1,Autosomal dominant
POGLUT1,Q8NBL1,Autosomal recessive
POGZ,Q7Z3K3,Autosomal dominant
POLA1,P09884,X-linked recessive
POLD1,P28340,Autosomal dominant
POLE,Q07864,Autosomal dominant
POLE,Q07864,Autosomal recessive
POLG,P54098,Autosomal dominant
POLG,P54098,Autosomal recessive
POLG2,Q9UHN1,Autosomal dominant
POLG2,Q9UHN1,Autosomal recessive
POLH,Q9Y253,Autosomal recessive
POLR1A,O95602,Autosomal dominant
POLR1B,Q9H9Y6,Autosomal dominant
POLR1C,O15160,Autosomal recessive
POLR1D,P0DPB6,Autosomal dominant
POLR1D,P0DPB6,Autosomal recessive
POLR2A,P24928,Autosomal dominant
POLR3A,O14802,Autosomal recessive
POLR3B,Q9NW08,Autosomal dominant
POLR3B,Q9NW08,Autosomal recessive
POLR3F,Q9H1D9,Autosomal dominant
POLR3GL,Q9BT43,Autosomal recessive
POLR3K,Q9Y2Y1,Autosomal recessive
POLRMT,O00411,Autosomal dominant
POLRMT,O00411,Autosomal recessive
POMC,P01189,Autosomal dominant
POMC,P01189,Autosomal recessive
POMC,P01189,Multifactorial
POMGNT1,Q8WZA1,Autosomal recessive
POMGNT2,Q8NAT1,Autosomal recessive
POMK,Q9H5K3,Autosomal recessive
POMP,Q9Y244,Autosomal dominant
POMP,Q9Y244,Autosomal recessive
POMT1,Q9Y6A1,Autosomal recessive
POMT2,Q9UKY4,Autosomal recessive
POP1,Q99575,Autosomal recessive
POPDC3,Q9HBV1,Autosomal recessive
POR,P16435,Autosomal recessive
PORCN,Q9H237,X-linked dominant
POT1,Q9NUX5,Autosomal dominant
POU1F1,P28069,Autosomal dominant
POU1F1,P28069,Autosomal recessive
POU3F3,P20264,Autosomal dominant
POU3F4,P49335,X-linked recessive
POU4F1,Q01851,Autosomal dominant
POU4F3,Q15319,Autosomal dominant
POU6F2,P78424,Autosomal dominant
POU6F2,P78424,Somatic mutation
PPA2,Q9H2U2,Autosomal recessive
PPARG,P37231,Autosomal dominant
PPARG,P37231,Autosomal recessive
PPARG,P37231,Multifactorial
PPCS,Q9HAB8,Autosomal recessive
PPFIBP1,Q86W92,Autosomal recessive
PPIB,P23284,Autosomal recessive
PPIL1,Q9Y3C6,Autosomal recessive
PPIP5K2,O43314,Autosomal recessive
PPM1D,O15297,Autosomal dominant
PPM1K,Q8N3J5,Autosomal recessive
PPOX,P50336,Autosomal dominant
PPP1CB,P62140,Autosomal dominant
PPP1R12A,O14974,Autosomal dominant
PPP1R15B,Q5SWA1,Autosomal recessive
PPP1R17,O96001,Autosomal dominant
PPP1R17,O96001,Autosomal recessive
PPP1R21,Q6ZMI0,Autosomal recessive
PPP1R3A,Q16821,Autosomal dominant
PPP2CA,P67775,Autosomal dominant
PPP2R1A,P30153,Autosomal dominant
PPP2R2B,Q00005,Autosomal dominant
PPP2R3C,Q969Q6,Autosomal dominant
PPP2R3C,Q969Q6,Autosomal recessive
PPP2R5D,Q14738,Autosomal dominant
PPP3CA,Q08209,Autosomal dominant
PPT1,P50897,Autosomal recessive
PQBP1,O60828,X-linked recessive
PRDM12,Q9H4Q4,Autosomal recessive
PRDM13,Q9H4Q3,Autosomal recessive
PRDM16,Q9HAZ2,Autosomal dominant
PRDM5,Q9NQX1,Autosomal recessive
PRDM6,Q9NQX0,Autosomal dominant
PRDM8,Q9NQV8,Autosomal recessive
PRDX1,Q06830,Autosomal recessive
PRDX3,P30048,Autosomal dominant
PRDX3,P30048,Autosomal recessive
PREPL,Q4J6C6,Autosomal recessive
PRF1,P14222,Autosomal recessive
PRG4,Q92954,Autosomal recessive
PRICKLE1,Q96MT3,Autosomal recessive
PRICKLE3,O43900,X-linked dominant
PRIM1,P49642,Autosomal recessive
PRIMPOL,Q96LW4,Autosomal dominant
PRKACA,P17612,Autosomal dominant
PRKACB,P22694,Autosomal dominant
PRKACB,P22694,Somatic mosaicism
PRKACG,P22612,Autosomal recessive
PRKAG2,Q9UGJ0,Autosomal dominant
PRKAG3,Q9UGI9,Autosomal recessive
PRKAR1A,P10644,Autosomal dominant
PRKAR1B,P31321,Autosomal dominant
PRKCD,Q05655,Autosomal recessive
PRKCG,P05129,Autosomal dominant
PRKCH,P24723,Multifactorial
PRKCSH,P14314,Autosomal dominant
PRKD1,Q15139,Autosomal dominant
PRKDC,P78527,Autosomal recessive
PRKG1,Q13976,Autosomal dominant
PRKG2,Q13237,Autosomal recessive
PRKN,O60260,Autosomal recessive
PRKRA,O75569,Autosomal recessive
PRLR,P16471,Autosomal dominant
PRLR,P16471,Autosomal recessive
PRMT7,Q9NVM4,Autosomal recessive
PRNP,P04156,Autosomal dominant
PROC,P04070,Autosomal dominant
PROC,P04070,Autosomal recessive
PRODH,O43272,Autosomal dominant
PRODH,O43272,Autosomal recessive
PROK2,Q9HC23,Autosomal dominant
PROKR2,Q8NFJ6,Autosomal dominant
PROM1,O43490,Autosomal dominant
PROM1,O43490,Autosomal recessive
PROP1,O75360,Autosomal recessive
PRORP,O15091,Autosomal recessive
PROS1,P07225,Autosomal dominant
PROS1,P07225,Autosomal recessive
PRPF3,O43395,Autosomal dominant
PRPF31,Q8WWY3,Autosomal dominant
PRPF4,O43172,Autosomal dominant
PRPF6,O94906,Autosomal dominant
PRPF8,Q6P2Q9,Autosomal dominant
PRPH,P41219,Autosomal dominant
PRPH,P41219,Autosomal recessive
PRPH2,P23942,Autosomal dominant
PRPH2,P23942,Autosomal recessive
PRPH2,P23942,Digenic dominant
PRPS1,P60891,X-linked
PRPS1,P60891,X-linked recessive
PRR12,Q9ULL5,Autosomal dominant
PRRT2,Q7Z6L0,Autosomal dominant
PRRX1,P54821,Autosomal dominant
PRRX1,P54821,Autosomal recessive
PRSS1,P07477,Autosomal dominant
PRSS12,P56730,Autosomal recessive
PRSS56,P0CW18,Autosomal recessive
PRUNE1,Q86TP1,Autosomal recessive
PRX,Q9BXM0,Autosomal dominant
PRX,Q9BXM0,Autosomal recessive
PSAP,P07602,Autosomal dominant
PSAP,P07602,Autosomal recessive
PSAT1,Q9Y617,Autosomal recessive
PSEN1,P49768,Autosomal dominant
PSEN2,P49810,Autosomal dominant
PSENEN,Q9NZ42,Autosomal dominant
PSMB1,P20618,Autosomal recessive
PSMB10,P40306,Autosomal recessive
PSMB4,P28070,Autosomal recessive
PSMB8,P28062,Autosomal recessive
PSMB9,P28065,Autosomal recessive
PSMC1,P62191,Autosomal recessive
PSMC3,P17980,Autosomal recessive
PSMC3IP,Q9P2W1,Autosomal recessive
PSMD12,O00232,Autosomal dominant
PSMG2,Q969U7,Autosomal recessive
PSPH,P78330,Autosomal recessive
PSTPIP1,O43586,Autosomal dominant
PTCD3,Q96EY7,Autosomal recessive
PTCH1,Q13635,Autosomal dominant
PTCH2,Q9Y6C5,Autosomal dominant
PTCHD1,Q96NR3,X-linked recessive
PTDSS1,P48651,Autosomal dominant
PTEN,P60484,Autosomal dominant
PTF1A,Q7RTS3,Autosomal recessive
PTGER2,P43116,Autosomal recessive
PTGIS,Q16647,Multifactorial
PTH,P01270,Autosomal dominant
PTH,P01270,Autosomal recessive
PTH1R,Q03431,Autosomal dominant
PTH1R,Q03431,Autosomal recessive
PTHLH,P12272,Autosomal dominant
PTPN1,P18031,Autosomal dominant
PTPN11,Q06124,Autosomal dominant
PTPN14,Q15678,Autosomal recessive
PTPN22,Q9Y2R2,Autosomal dominant
PTPN22,Q9Y2R2,Autosomal recessive
PTPN23,Q9H3S7,Autosomal recessive
PTPRC,P08575,Autosomal recessive
PTPRF,P10586,Autosomal recessive
PTPRO,Q16827,Autosomal recessive
PTPRQ,Q9UMZ3,Autosomal dominant
PTPRQ,Q9UMZ3,Autosomal recessive
PTRH2,Q9Y3E5,Autosomal recessive
PTS,Q03393,Autosomal recessive
PUF60,Q9UHX1,Autosomal dominant
PUM1,Q14671,Autosomal dominant
PURA,Q00577,Autosomal dominant
PUS1,Q9Y606,Autosomal recessive
PUS3,Q9BZE2,Autosomal recessive
PUS7,Q96PZ0,Autosomal recessive
PXDN,Q92626,Autosomal recessive
PYCR1,P32322,Autosomal recessive
PYCR2,Q96C36,Autosomal recessive
PYGL,P06737,Autosomal recessive
PYGM,P11217,Autosomal recessive
PYROXD1,Q8WU10,Autosomal recessive
QARS1,P47897,Autosomal recessive
QDPR,P09417,Autosomal recessive
QRICH1,Q2TAL8,Autosomal dominant
QRICH2,Q9H0J4,Autosomal recessive
QRSL1,Q9H0R6,Autosomal recessive
RAB11B,Q15907,Autosomal dominant
RAB18,Q9NP72,Autosomal recessive
RAB23,Q9ULC3,Autosomal recessive
RAB27A,P51159,Autosomal recessive
RAB28,P51157,Autosomal recessive
RAB33B,Q9H082,Autosomal recessive
RAB39B,Q96DA2,X-linked recessive
RAB3GAP1,Q15042,Autosomal recessive
RAB3GAP2,Q9H2M9,Autosomal recessive
RAB5IF,Q9BUV8,Autosomal recessive
RAB7A,P51149,Autosomal dominant
RABL3,Q5HYI8,Autosomal dominant
RAC1,P63000,Autosomal dominant
RAC2,P15153,Autosomal dominant
RAC2,P15153,Autosomal recessive
RAC3,P60763,Autosomal dominant
RACGAP1,Q9H0H5,Autosomal recessive
RAD21,O60216,Autosomal dominant
RAD21,O60216,Autosomal recessive
RAD50,Q92878,Autosomal recessive
RAD51,Q06609,Autosomal dominant
RAD51,Q06609,Somatic mutation
RAD51C,O43502,Autosomal recessive
RAD54L,Q92698,Autosomal dominant
RAD54L,Q92698,Somatic mutation
RAF1,P04049,Autosomal dominant
RAG1,P15918,Autosomal recessive
RAG2,P55895,Autosomal recessive
RAI1,Q7Z5J4,Autosomal dominant
RAI1,Q7Z5J4,Isolated cases
RALA,P11233,Autosomal dominant
RALGAPA1,Q6GYQ0,Autosomal recessive
RANBP2,P49792,Autosomal dominant
RAPGEF2,Q9Y4G8,Autosomal dominant
RAPSN,Q13702,Autosomal recessive
RARB,P10826,Autosomal dominant
RARB,P10826,Autosomal recessive
RARS1,P54136,Autosomal recessive
RARS2,Q5T160,Autosomal recessive
RASA1,P20936,Autosomal dominant
RASGRP1,O95267,Autosomal recessive
RASGRP2,Q7LDG7,Autosomal recessive
RAX,Q9Y2V3,Autosomal recessive
RAX2,Q96IS3,Autosomal dominant
RAX2,Q96IS3,Autosomal recessive
RB1,P06400,Autosomal dominant
RB1,P06400,Somatic mutation
RBBP8,Q99708,Autosomal recessive
RBCK1,Q9BYM8,Autosomal recessive
RBL2,Q08999,Autosomal recessive
RBM10,P98175,X-linked recessive
RBM12,Q9NTZ6,Autosomal dominant
RBM20,Q5T481,Autosomal dominant
RBM28,Q9NW13,Autosomal recessive
RBM8A,Q9Y5S9,Autosomal recessive
RBMX,P38159,X-linked recessive
RBP3,P10745,Autosomal recessive
RBP4,P02753,Autosomal dominant
RBP4,P02753,Autosomal recessive
RBPJ,Q06330,Autosomal dominant
RCBTB1,Q8NDN9,Autosomal recessive
RD3,Q7Z3Z2,Autosomal recessive
RDH11,Q8TC12,Autosomal recessive
RDH12,Q96NR8,Autosomal dominant
RDH12,Q96NR8,Autosomal recessive
RDH5,Q92781,Autosomal dominant
RDH5,Q92781,Autosomal recessive
RDX,P35241,Autosomal recessive
REC114,Q7Z4M0,Autosomal recessive
RECQL4,O94761,Autosomal recessive
REEP1,Q9H902,Autosomal dominant
REEP1,Q9H902,Autosomal recessive
REEP2,Q9BRK0,Autosomal dominant
REEP2,Q9BRK0,Autosomal recessive
REEP6,Q96HR9,Autosomal recessive
REL,Q04864,Autosomal recessive
RELA,Q04206,Autosomal dominant
RELB,Q01201,Autosomal recessive
RELN,P78509,Autosomal dominant
RELN,P78509,Autosomal recessive
RELT,Q969Z4,Autosomal recessive
REN,P00797,Autosomal dominant
REN,P00797,Autosomal recessive
REPS1,Q96D71,Autosomal recessive
RERE,Q9P2R6,Autosomal dominant
REST,Q13127,Autosomal dominant
RET,P07949,Autosomal dominant
RETN,Q9HD89,Autosomal dominant
RETREG1,Q9H6L5,Autosomal recessive
RFC1,P35251,Autosomal recessive
RFT1,Q96AA3,Autosomal recessive
RFWD3,Q6PCD5,Autosomal recessive
RFX5,P48382,Autosomal recessive
RFX6,Q8HWS3,Autosomal recessive
RFXANK,O14593,Autosomal recessive
RFXAP,O00287,Autosomal recessive
RGS5,O15539,Multifactorial
RHAG,Q02094,Autosomal dominant
RHAG,Q02094,Autosomal recessive
RHBDF2,Q6PJF5,Autosomal dominant
RHD,Q02161,Isolated cases
RHO,P08100,Autosomal dominant
RHO,P08100,Autosomal recessive
RHOBTB2,Q9BYZ6,Autosomal dominant
RHOH,Q15669,Autosomal recessive
RIC1,Q4ADV7,Autosomal recessive
RIGI,O95786,Autosomal dominant
RILPL1,Q5EBL4,Autosomal dominant
RIMS1,Q86UR5,Autosomal dominant
RIMS2,Q9UQ26,Autosomal recessive
RIN2,Q8WYP3,Autosomal recessive
RINT1,Q6NUQ1,Autosomal recessive
RIPK1,Q13546,Autosomal dominant
RIPK1,Q13546,Autosomal recessive
RIPK4,P57078,Autosomal recessive
RIPOR2,Q9Y4F9,Autosomal dominant
RIPOR2,Q9Y4F9,Autosomal recessive
RIPPLY2,Q5TAB7,Autosomal recessive
RIT1,Q92963,Autosomal dominant
RLBP1,P12271,Autosomal dominant
RLBP1,P12271,Autosomal recessive
RLIM,Q9NVW2,X-linked
RMND1,Q9NWS8,Autosomal recessive
RNASEH1,O60930,Autosomal recessive
RNASEH2A,O75792,Autosomal recessive
RNASEH2B,Q5TBB1,Autosomal recessive
RNASEH2C,Q8TDP1,Autosomal recessive
RNASEL,Q05823,Autosomal dominant
RNASET2,O00584,Autosomal recessive
RNF113A,O15541,X-linked
RNF125,Q96EQ8,Autosomal dominant
RNF13,O43567,Autosomal dominant
RNF168,Q8IYW5,Autosomal recessive
RNF170,Q96K19,Autosomal dominant
RNF170,Q96K19,Autosomal recessive
RNF2,Q99496,Autosomal dominant
RNF212,Q495C1,Autosomal recessive
RNF213,Q63HN8,Autosomal dominant
RNF213,Q63HN8,Autosomal recessive
RNF216,Q9NWF9,Autosomal recessive
RNF220,Q5VTB9,Autosomal recessive
RNF43,Q68DV7,Autosomal dominant
RNPC3,Q96LT9,Autosomal recessive
ROBO2,Q9HCK4,Autosomal dominant
ROBO3,Q96MS0,Autosomal recessive
ROBO4,Q8WZ75,Autosomal dominant
ROGDI,Q9GZN7,Autosomal recessive
ROM1,Q03395,Autosomal dominant
ROM1,Q03395,Autosomal recessive
ROM1,Q03395,Digenic dominant
ROR1,Q01973,Autosomal recessive
ROR2,Q01974,Autosomal dominant
ROR2,Q01974,Autosomal recessive
RORA,P35398,Autosomal dominant
RORB,Q92753,Autosomal dominant
RORC,P51449,Autosomal recessive
RP1,P56715,Autosomal dominant
RP1,P56715,Autosomal recessive
RP1L1,Q8IWN7,Autosomal dominant
RP1L1,Q8IWN7,Autosomal recessive
RP2,O75695,X-linked
RP9,Q8TA86,Autosomal dominant
RPA1,P27694,Autosomal dominant
RPE65,Q16518,Autosomal dominant
RPE65,Q16518,Autosomal recessive
RPGR,Q92834,X-linked recessive
RPGRIP1,Q96KN7,Autosomal recessive
RPGRIP1L,Q68CZ1,Autosomal recessive
RPIA,P49247,Autosomal recessive
RPL10,P27635,X-linked recessive
RPL10L,Q96L21,Autosomal recessive
RPL11,P62913,Autosomal dominant
RPL13,P26373,Autosomal dominant
RPL15,P61313,Autosomal dominant
RPL18,Q07020,Autosomal dominant
RPL21,P46778,Autosomal dominant
RPL26,P61254,Autosomal dominant
RPL27,P61353,Autosomal dominant
RPL35,P42766,Autosomal dominant
RPL35A,P18077,Autosomal dominant
RPL3L,Q92901,Autosomal recessive
RPL5,P46777,Autosomal dominant
RPS10,P46783,Autosomal dominant
RPS15A,P62244,Autosomal dominant
RPS17,P08708,Autosomal dominant
RPS19,P39019,Autosomal dominant
RPS23,P62266,Autosomal dominant
RPS24,P62847,Autosomal dominant
RPS26,P62854,Autosomal dominant
RPS27,P42677,Autosomal dominant
RPS28,P62857,Autosomal dominant
RPS29,P62273,Autosomal dominant
RPS6KA3,P51812,X-linked dominant
RPS7,P62081,Autosomal dominant
RPSA,P08865,Autosomal dominant
RRAGD,Q9NQL2,Autosomal dominant
RRAS2,P62070,Autosomal dominant
RRM2B,Q7LG56,Autosomal dominant
RRM2B,Q7LG56,Autosomal recessive
RRP7A,Q9Y3A4,Autosomal recessive
RS1,O15537,X-linked recessive
RSPH1,Q8WYR4,Autosomal recessive
RSPH3,Q86UC2,Autosomal recessive
RSPH4A,Q5TD94,Autosomal recessive
RSPH9,Q9H1X1,Autosomal recessive
RSPO1,Q2MKA7,Autosomal recessive
RSPO2,Q6UXX9,Autosomal recessive
RSPO4,Q2I0M5,Autosomal recessive
RSPRY1,Q96DX4,Autosomal recessive
RSRC1,Q96IZ7,Autosomal recessive
RTEL1,Q9NZ71,Autosomal dominant
RTEL1,Q9NZ71,Autosomal recessive
RTN2,O75298,Autosomal dominant
RTN4IP1,Q8WWV3,Autosomal recessive
RTN4R,Q9BZR6,Autosomal dominant
RTTN,Q86VV8,Autosomal recessive
RUBCN,Q92622,Autosomal recessive
RUNX1,Q01196,Autosomal dominant
RUNX1,Q01196,Somatic mutation
RUNX2,Q13950,Autosomal dominant
RUSC2,Q8N2Y8,Autosomal recessive
RXYLT1,Q9Y2B1,Autosomal recessive
RYR1,P21817,Autosomal dominant
RYR1,P21817,Autosomal recessive
RYR2,Q92736,Autosomal dominant
S1PR2,O95136,Autosomal recessive
SACS,Q9NZJ4,Autosomal recessive
SAG,P10523,Autosomal recessive
SAG,P10523,Autosomal dominant
SALL1,Q9NSC2,Autosomal dominant
SALL2,Q9Y467,Autosomal recessive
SALL4,Q9UJQ4,Autosomal dominant
SAMD12,Q8N8I0,Autosomal dominant
SAMD9,Q5K651,Autosomal dominant
SAMD9,Q5K651,Autosomal recessive
SAMD9L,Q8IVG5,Autosomal dominant
SAMHD1,Q9Y3Z3,Autosomal dominant
SAMHD1,Q9Y3Z3,Autosomal recessive
SAR1B,Q9Y6B6,Autosomal recessive
SARDH,Q9UL12,Autosomal recessive
SARS1,P49591,Autosomal recessive
SARS2,Q9NP81,Autosomal recessive
SASH1,O94885,Autosomal dominant
SASH1,O94885,Autosomal recessive
SASH3,O75995,X-linked recessive
SASS6,Q6UVJ0,Autosomal recessive
SATB1,Q01826,Autosomal dominant
SATB2,Q9UPW6,Autosomal dominant
SBDS,Q9Y3A5,Autosomal recessive
SBF1,O95248,Autosomal recessive
SBF2,Q86WG5,Autosomal recessive
SC5D,O75845,Autosomal recessive
SCAPER,Q9BY12,Autosomal recessive
SCARB2,Q14108,Autosomal recessive
SCARF2,Q96GP6,Autosomal recessive
SCD5,Q86SK9,Autosomal dominant
SCGB3A2,Q96PL1,Autosomal dominant
SCN10A,Q9Y5Y9,Autosomal dominant
SCN11A,Q9UI33,Autosomal dominant
SCN1A,P35498,Autosomal dominant
SCN1B,Q07699,Autosomal dominant
SCN1B,Q07699,Autosomal recessive
SCN2A,Q99250,Autosomal dominant
SCN2B,O60939,Autosomal dominant
SCN3A,Q9NY46,Autosomal dominant
SCN3B,Q9NY72,Autosomal dominant
SCN4A,P35499,Autosomal dominant
SCN4A,P35499,Autosomal recessive
SCN4B,Q8IWT1,Autosomal dominant
SCN5A,Q14524,Autosomal dominant
SCN5A,Q14524,Autosomal recessive
SCN8A,Q9UQD0,Autosomal dominant
SCN9A,Q15858,Autosomal dominant
SCN9A,Q15858,Autosomal recessive
SCNM1,Q9BWG6,Autosomal recessive
SCNN1A,P37088,Autosomal dominant
SCNN1A,P37088,Autosomal recessive
SCNN1B,P51168,Autosomal dominant
SCNN1B,P51168,Autosomal recessive
SCNN1G,P51170,Autosomal dominant
SCNN1G,P51170,Autosomal recessive
SCO1,O75880,Autosomal recessive
SCO2,O43819,Autosomal dominant
SCO2,O43819,Autosomal recessive
SCP2,P22307,Autosomal recessive
SCUBE3,Q8IX30,Autosomal recessive
SCYL1,Q96KG9,Autosomal recessive
SCYL2,Q6P3W7,Autosomal recessive
SDC3,O75056,Autosomal dominant
SDC3,O75056,Autosomal recessive
SDC3,O75056,Multifactorial
SDCCAG8,Q86SQ7,Autosomal recessive
SDHA,P31040,Autosomal dominant
SDHA,P31040,Autosomal recessive
SDHAF1,A6NFY7,Autosomal recessive
SDHAF2,Q9NX18,Autosomal dominant
SDHB,P21912,Autosomal dominant
SDHB,P21912,Autosomal recessive
SDHB,P21912,Isolated cases
SDHC,Q99643,Autosomal dominant
SDHC,Q99643,Isolated cases
SDHD,O14521,Autosomal dominant
SDHD,O14521,Autosomal recessive
SDR9C7,Q8NEX9,Autosomal recessive
SEC23A,Q15436,Autosomal dominant
SEC23A,Q15436,Autosomal recessive
SEC23B,Q15437,Autosomal dominant
SEC23B,Q15437,Autosomal recessive
SEC24D,O94855,Autosomal recessive
SEC31A,O94979,Autosomal recessive
SEC61A1,P61619,Autosomal dominant
SEC63,Q9UGP8,Autosomal dominant
SECISBP2,Q96T21,Autosomal recessive
SELENBP1,Q13228,Autosomal recessive
SELENOI,Q9C0D9,Autosomal recessive
SELENON,Q9NZV5,Autosomal dominant
SELENON,Q9NZV5,Autosomal recessive
SEMA3A,Q14563,Autosomal dominant
SEMA3E,O15041,Autosomal dominant
SEMA4A,Q9H3S1,Autosomal dominant
SEMA4A,Q9H3S1,Autosomal recessive
SEMA6B,Q9H3T3,Autosomal dominant
SEMA7A,O75326,Autosomal recessive
SEPSECS,Q9HD40,Autosomal recessive
SEPTIN12,Q8IYM1,Autosomal dominant
SEPTIN9,Q9UHD8,Autosomal dominant
SERAC1,Q96JX3,Autosomal recessive
SERPINA1,P01009,Autosomal recessive
SERPINA6,P08185,Autosomal dominant
SERPINA6,P08185,Autosomal recessive
SERPINA7,P05543,X-linked
SERPINB6,P35237,Autosomal recessive
SERPINB7,O75635,Autosomal recessive
SERPINB8,P50452,Autosomal recessive
SERPINC1,P01008,Autosomal dominant
SERPINC1,P01008,Autosomal recessive
SERPIND1,P05546,Autosomal dominant
SERPINE1,P05121,Autosomal dominant
SERPINE1,P05121,Autosomal recessive
SERPINF1,P36955,Autosomal recessive
SERPINF2,P08697,Autosomal recessive
SERPING1,P05155,Autosomal dominant
SERPING1,P05155,Autosomal recessive
SERPINH1,P50454,Autosomal recessive
SERPINH1,P50454,Multifactorial
SERPINI1,Q99574,Autosomal dominant
SET,Q01105,Autosomal dominant
SETBP1,Q9Y6X0,Autosomal dominant
SETD1A,O15047,Autosomal dominant
SETD1B,Q9UPS6,Autosomal dominant
SETD2,Q9BYW2,Autosomal dominant
SETD5,Q9C0A6,Autosomal dominant
SETX,Q7Z333,Autosomal dominant
SETX,Q7Z333,Autosomal recessive
SF3B2,Q13435,Autosomal dominant
SF3B4,Q15427,Autosomal dominant
SFRP4,Q6FHJ7,Autosomal recessive
SFTPA1,Q8IWL2,Autosomal dominant
SFTPA1,Q8IWL2,Autosomal recessive
SFTPA2,Q8IWL1,Autosomal dominant
SFTPB,P07988,Autosomal recessive
SFTPC,P11686,Autosomal dominant
SFXN4,Q6P4A7,Autosomal recessive
SGCA,Q16586,Autosomal recessive
SGCB,Q16585,Autosomal recessive
SGCD,Q92629,Autosomal recessive
SGCE,O43556,Autosomal dominant
SGCG,Q13326,Autosomal recessive
SGMS2,Q8NHU3,Autosomal dominant
SGO1,Q5FBB7,Autosomal recessive
SGPL1,O95470,Autosomal recessive
SGSH,P51688,Autosomal recessive
SH2D1A,O60880,X-linked recessive
SH3BP2,P78314,Autosomal dominant
SH3GL1,Q99961,Autosomal dominant
SH3GL1,Q99961,Somatic mutation
SH3KBP1,Q96B97,X-linked recessive
SH3PXD2B,A1X283,Autosomal recessive
SH3TC2,Q8TF17,Autosomal dominant
